rownames,nr,year,school,exper,union,ethn,maried,health,wage,industry,occupation,residence,age,exper level,school level,wage level
3281,8496,1980,12,2,no,black,no,no,1.3518156427,trade,laborers and farmers,south,20,beginner,intermediate,medium
3282,8496,1981,12,3,no,black,no,no,1.1962507582,trade,clerical and kindred,south,21,beginner,intermediate,medium
3283,8496,1982,12,4,no,black,no,no,0.6411621255,trade,clerical and kindred,south,22,intermediate,intermediate,medium
3284,8496,1983,12,5,no,black,no,no,1.1161443921,trade,sales workers,south,23,intermediate,intermediate,medium
3285,8496,1984,12,6,no,black,no,no,0.9893992037,trade,sales workers,south,24,intermediate,intermediate,medium
3286,8496,1985,12,7,no,black,no,no,1.137353117,trade,laborers and farmers,south,25,intermediate,intermediate,medium
3287,8496,1986,12,8,no,black,no,no,1.0527470328,trade,sales workers,south,26,intermediate,intermediate,medium
3288,8496,1987,12,9,no,black,yes,no,1.2144517597,trade,sales workers,south,27,advanced,intermediate,medium
3289,8501,1980,10,5,no,black,no,no,0.9624917508,trade,clerical and kindred,south,21,intermediate,intermediate,medium
3290,8501,1981,10,6,yes,black,no,no,1.0341295727,trade,service workers,south,22,intermediate,intermediate,medium
3291,8501,1982,10,7,yes,black,no,no,0.854255341,trade,service workers,south,23,intermediate,intermediate,medium
3292,8501,1983,10,8,yes,black,no,no,1.0916863286,trade,service workers,south,24,intermediate,intermediate,medium
3293,8501,1984,10,9,no,black,no,no,0.8558678111,trade,service workers,south,25,advanced,intermediate,medium
3294,8501,1985,10,10,no,black,no,no,0.8215001676,trade,service workers,south,26,advanced,intermediate,medium
3295,8501,1986,10,11,yes,black,no,no,0.9349639971,trade,service workers,south,27,advanced,intermediate,medium
3296,8501,1987,10,12,no,black,no,no,1.0137810643,trade,service workers,south,28,advanced,intermediate,medium
3297,8518,1980,12,5,yes,other,no,no,1.8561277921,manufacturing,"craftsmen, foremen and kindred",south,23,intermediate,intermediate,medium
3298,8518,1981,12,6,yes,other,no,no,2.1806118955,manufacturing,operatives and kindred,south,24,intermediate,intermediate,high
3299,8518,1982,12,7,yes,other,yes,no,2.4266519817,manufacturing,"craftsmen, foremen and kindred",south,25,intermediate,intermediate,high
3300,8518,1983,12,8,yes,other,yes,no,2.3727937701,manufacturing,"professional, technical and kindred",south,26,intermediate,intermediate,high
3301,8518,1984,12,9,yes,other,yes,no,2.7035724364,manufacturing,"craftsmen, foremen and kindred",south,27,advanced,intermediate,high
3302,8518,1985,12,10,yes,other,yes,no,2.9218999847,manufacturing,operatives and kindred,south,28,advanced,intermediate,high
3303,8518,1986,12,11,no,other,yes,no,2.1649122879,construction,"craftsmen, foremen and kindred",south,29,advanced,intermediate,high
3304,8518,1987,12,12,no,other,yes,no,1.8867912878,manufacturing,"craftsmen, foremen and kindred",south,30,advanced,intermediate,medium
3305,8520,1980,15,2,no,other,no,no,0.5544002459,professional and related service,"professional, technical and kindred",nothern central,23,beginner,high,medium
3306,8520,1981,15,3,yes,other,no,no,1.115961927,business and repair service,operatives and kindred,north east,24,beginner,high,medium
3307,8520,1982,15,4,no,other,no,no,1.3153700228,agricultural,sales workers,south,25,intermediate,high,medium
3308,8520,1983,15,5,no,other,yes,no,1.2599037365,agricultural,sales workers,nothern central,26,intermediate,high,medium
3309,8520,1984,15,6,no,other,yes,no,1.296499362,agricultural,"managers, officials and proprietors",nothern central,27,intermediate,high,medium
3310,8520,1985,15,7,no,other,yes,no,-1.15518164,business and repair service,sales workers,nothern central,28,intermediate,high,low
3311,8520,1986,15,8,no,other,yes,no,1.28834766,agricultural,"managers, officials and proprietors",nothern central,29,intermediate,high,medium
3312,8520,1987,15,9,no,other,yes,no,1.3660016579,agricultural,laborers and farmers,nothern central,30,advanced,high,medium
3313,8524,1980,11,1,no,other,yes,no,1.1982588504,trade,"craftsmen, foremen and kindred",south,18,beginner,intermediate,medium
3314,8524,1981,11,2,no,other,yes,no,1.5293952048,agricultural,laborers and farmers,south,19,beginner,intermediate,medium
3315,8524,1982,11,3,yes,other,yes,no,1.5267832343,agricultural,laborers and farmers,south,20,beginner,intermediate,medium
3316,8524,1983,11,4,yes,other,yes,no,1.4971514367,construction,laborers and farmers,south,21,intermediate,intermediate,medium
3317,8524,1984,11,5,yes,other,yes,no,1.5141277326,personal service,service workers,south,22,intermediate,intermediate,medium
3318,8524,1985,11,6,yes,other,yes,no,1.7282214484,agricultural,"craftsmen, foremen and kindred",south,23,intermediate,intermediate,medium
3319,8524,1986,11,7,yes,other,yes,no,-0.699791723,agricultural,"craftsmen, foremen and kindred",south,24,intermediate,intermediate,low
3320,8524,1987,11,8,yes,other,yes,no,1.5806345195,agricultural,laborers and farmers,south,25,intermediate,intermediate,medium
3321,8548,1980,8,3,no,other,no,no,1.194742035,trade,service workers,south,17,beginner,low,medium
3322,8548,1981,8,4,no,other,no,no,1.1833535171,trade,service workers,south,18,intermediate,low,medium
3323,8548,1982,8,5,no,other,no,no,1.1376976691,manufacturing,operatives and kindred,south,19,intermediate,low,medium
3324,8548,1983,8,6,no,other,no,no,1.3670372756,manufacturing,operatives and kindred,south,20,intermediate,low,medium
3325,8548,1984,8,7,no,other,yes,no,1.344393949,manufacturing,operatives and kindred,south,21,intermediate,low,medium
3326,8548,1985,8,8,no,other,no,no,1.5322640374,manufacturing,operatives and kindred,south,22,intermediate,low,medium
3327,8548,1986,8,9,no,other,no,no,1.1927931064,manufacturing,operatives and kindred,south,23,advanced,low,medium
3328,8548,1987,8,10,no,other,no,no,1.0678482855,trade,operatives and kindred,south,24,advanced,low,medium
3329,8556,1980,11,2,no,other,no,no,1.6380431694,manufacturing,operatives and kindred,south,19,beginner,intermediate,medium
3330,8556,1981,11,3,no,other,no,no,1.7830475286,manufacturing,operatives and kindred,south,20,beginner,intermediate,medium
3331,8556,1982,11,4,no,other,no,no,1.6385131983,manufacturing,service workers,south,21,intermediate,intermediate,medium
3332,8556,1983,11,5,no,other,yes,no,1.7708724628,manufacturing,service workers,south,22,intermediate,intermediate,medium
3333,8556,1984,11,6,no,other,yes,no,1.9731312164,manufacturing,"craftsmen, foremen and kindred",south,23,intermediate,intermediate,medium
3334,8556,1985,11,7,no,other,yes,no,2.0221451818,manufacturing,service workers,south,24,intermediate,intermediate,high
3335,8556,1986,11,8,no,other,yes,no,1.9237502311,manufacturing,"craftsmen, foremen and kindred",south,25,intermediate,intermediate,medium
3336,8556,1987,11,9,no,other,yes,no,2.0354323118,manufacturing,service workers,south,26,advanced,intermediate,high
3337,8564,1980,11,1,no,other,no,no,0.809186737,trade,sales workers,south,18,beginner,intermediate,medium
3338,8564,1981,11,2,no,other,yes,no,1.263692039,manufacturing,operatives and kindred,south,19,beginner,intermediate,medium
3339,8564,1982,11,3,no,other,yes,no,1.3545643197,manufacturing,operatives and kindred,south,20,beginner,intermediate,medium
3340,8564,1983,11,4,no,other,yes,no,1.4705178391,business and repair service,operatives and kindred,south,21,intermediate,intermediate,medium
3341,8564,1984,11,5,no,other,yes,no,1.3636813844,trade,operatives and kindred,south,22,intermediate,intermediate,medium
3342,8564,1985,11,6,no,other,yes,no,1.819571227,manufacturing,operatives and kindred,south,23,intermediate,intermediate,medium
3343,8564,1986,11,7,no,other,yes,no,1.5370056292,manufacturing,laborers and farmers,south,24,intermediate,intermediate,medium
3344,8564,1987,11,8,no,other,yes,no,1.524606688,public administration,clerical and kindred,south,25,intermediate,intermediate,medium
3345,8581,1980,12,3,no,black,no,no,1.2277090842,trade,service workers,south,21,beginner,intermediate,medium
3346,8581,1981,12,4,no,black,no,no,1.1678283994,trade,service workers,south,22,intermediate,intermediate,medium
3347,8581,1982,12,5,no,black,no,no,0.7084504855,trade,service workers,south,23,intermediate,intermediate,medium
3348,8581,1983,12,6,no,black,no,no,0.9615011099,entertainment,service workers,south,24,intermediate,intermediate,medium
3349,8581,1984,12,7,no,black,yes,no,0.6740972875,entertainment,service workers,south,25,intermediate,intermediate,medium
3350,8581,1985,12,8,no,black,yes,no,0.9843019425,entertainment,service workers,south,26,intermediate,intermediate,medium
3351,8581,1986,12,9,no,black,yes,no,0.7273246324,manufacturing,operatives and kindred,south,27,advanced,intermediate,medium
3352,8581,1987,12,10,no,black,no,no,0.7490158383,trade,operatives and kindred,south,28,advanced,intermediate,medium
3353,8586,1980,12,3,no,black,no,no,-0.764880908,manufacturing,operatives and kindred,south,21,beginner,intermediate,low
3354,8586,1981,12,4,no,black,no,no,1.649516136,manufacturing,operatives and kindred,south,22,intermediate,intermediate,medium
3355,8586,1982,12,5,no,black,no,no,1.8728249219,manufacturing,operatives and kindred,south,23,intermediate,intermediate,medium
3356,8586,1983,12,6,no,black,no,no,1.6133750646,manufacturing,operatives and kindred,south,24,intermediate,intermediate,medium
3357,8586,1984,12,7,no,black,no,no,1.6279830082,manufacturing,laborers and farmers,south,25,intermediate,intermediate,medium
3358,8586,1985,12,8,no,black,no,no,1.6481787408,manufacturing,operatives and kindred,south,26,intermediate,intermediate,medium
3359,8586,1986,12,9,no,black,no,no,1.7968195225,manufacturing,operatives and kindred,south,27,advanced,intermediate,medium
3360,8586,1987,12,10,no,black,no,no,1.6762301995,manufacturing,laborers and farmers,south,28,advanced,intermediate,medium
3361,8587,1980,11,3,yes,black,no,no,0.992074102,manufacturing,operatives and kindred,south,20,beginner,intermediate,medium
3362,8587,1981,11,4,no,black,no,no,0.898236079,trade,service workers,south,21,intermediate,intermediate,medium
3363,8587,1982,11,5,no,black,no,no,0.9699907663,trade,service workers,south,22,intermediate,intermediate,medium
3364,8587,1983,11,6,no,black,no,no,0.8040042561,trade,service workers,south,23,intermediate,intermediate,medium
3365,8587,1984,11,7,no,black,no,no,1.305523408,manufacturing,laborers and farmers,south,24,intermediate,intermediate,medium
3366,8587,1985,11,8,yes,black,no,no,1.4766252325,manufacturing,operatives and kindred,south,25,intermediate,intermediate,medium
3367,8587,1986,11,9,no,black,no,no,-0.981204183,manufacturing,operatives and kindred,south,26,advanced,intermediate,low
3368,8587,1987,11,10,no,black,no,no,0.7911183978,manufacturing,operatives and kindred,south,27,advanced,intermediate,medium
3369,8597,1980,10,6,yes,black,no,no,1.5211218314,manufacturing,service workers,south,22,intermediate,intermediate,medium
3370,8597,1981,10,7,yes,black,no,no,1.1349799328,manufacturing,operatives and kindred,south,23,intermediate,intermediate,medium
3371,8597,1982,10,8,yes,black,no,no,1.7550418863,manufacturing,operatives and kindred,south,24,intermediate,intermediate,medium
3372,8597,1983,10,9,yes,black,no,no,1.7860347105,manufacturing,operatives and kindred,south,25,advanced,intermediate,medium
3373,8597,1984,10,10,yes,black,no,no,1.8543966412,manufacturing,operatives and kindred,south,26,advanced,intermediate,medium
3374,8597,1985,10,11,yes,black,no,no,1.9201124562,manufacturing,operatives and kindred,south,27,advanced,intermediate,medium
3375,8597,1986,10,12,yes,black,no,no,1.9465649088,manufacturing,operatives and kindred,south,28,advanced,intermediate,medium
3376,8597,1987,10,13,yes,black,no,no,1.9520507029,manufacturing,"craftsmen, foremen and kindred",south,29,expert,intermediate,medium
3377,8656,1980,12,2,no,other,no,no,1.2248560152,business and repair service,"craftsmen, foremen and kindred",south,20,beginner,intermediate,medium
3378,8656,1981,12,3,no,other,no,no,1.3567355589,business and repair service,"craftsmen, foremen and kindred",south,21,beginner,intermediate,medium
3379,8656,1982,12,4,no,other,no,no,1.5373569934,business and repair service,"craftsmen, foremen and kindred",south,22,intermediate,intermediate,medium
3380,8656,1983,12,5,no,other,yes,no,1.7491949937,business and repair service,"craftsmen, foremen and kindred",south,23,intermediate,intermediate,medium
3381,8656,1984,12,6,yes,other,yes,no,1.6676777157,business and repair service,"craftsmen, foremen and kindred",south,24,intermediate,intermediate,medium
3382,8656,1985,12,7,no,other,yes,no,1.4951275663,business and repair service,"craftsmen, foremen and kindred",south,25,intermediate,intermediate,medium
3383,8656,1986,12,8,no,other,yes,no,1.2355494744,business and repair service,"craftsmen, foremen and kindred",south,26,intermediate,intermediate,medium
3384,8656,1987,12,9,no,other,yes,no,0.82337926,professional and related service,"professional, technical and kindred",south,27,advanced,intermediate,medium
3385,8722,1980,12,4,no,hisp,no,no,1.70079438,manufacturing,operatives and kindred,nothern central,22,intermediate,intermediate,medium
3386,8722,1981,12,5,no,hisp,no,no,1.550249041,manufacturing,"craftsmen, foremen and kindred",nothern central,23,intermediate,intermediate,medium
3387,8722,1982,12,6,no,hisp,no,no,1.679744146,manufacturing,"craftsmen, foremen and kindred",nothern central,24,intermediate,intermediate,medium
3388,8722,1983,12,7,no,hisp,no,no,1.7860347105,manufacturing,"craftsmen, foremen and kindred",nothern central,25,intermediate,intermediate,medium
3389,8722,1984,12,8,no,hisp,no,no,1.6825463843,manufacturing,"craftsmen, foremen and kindred",nothern central,26,intermediate,intermediate,medium
3390,8722,1985,12,9,no,hisp,no,no,1.6228609328,manufacturing,"craftsmen, foremen and kindred",south,27,advanced,intermediate,medium
3391,8722,1986,12,10,no,hisp,no,no,1.8557898842,manufacturing,operatives and kindred,south,28,advanced,intermediate,medium
3392,8722,1987,12,11,no,hisp,no,no,1.6889905441,manufacturing,operatives and kindred,south,29,advanced,intermediate,medium
3393,8743,1980,12,3,no,other,yes,no,1.6156365717,construction,service workers,south,21,beginner,intermediate,medium
3394,8743,1981,12,4,no,other,yes,no,1.9800076447,mining,"craftsmen, foremen and kindred",south,22,intermediate,intermediate,medium
3395,8743,1982,12,5,no,other,yes,no,1.84427302,business and repair service,laborers and farmers,south,23,intermediate,intermediate,medium
3396,8743,1983,12,6,no,other,yes,no,1.622107698,mining,operatives and kindred,south,24,intermediate,intermediate,medium
3397,8743,1984,12,7,no,other,yes,no,1.8012914209,mining,laborers and farmers,south,25,intermediate,intermediate,medium
3398,8743,1985,12,8,no,other,yes,no,1.5861564947,mining,"craftsmen, foremen and kindred",south,26,intermediate,intermediate,medium
3399,8743,1986,12,9,no,other,yes,no,1.547530691,mining,operatives and kindred,south,27,advanced,intermediate,medium
3400,8743,1987,12,10,no,other,yes,no,1.5465855947,mining,"craftsmen, foremen and kindred",south,28,advanced,intermediate,medium
3401,8749,1980,8,9,no,black,yes,no,1.6591955444,manufacturing,operatives and kindred,south,23,advanced,low,medium
3402,8749,1981,8,10,no,black,yes,no,1.3259312114,construction,"craftsmen, foremen and kindred",south,24,advanced,low,medium
3403,8749,1982,8,11,no,black,yes,no,1.5718999931,construction,"craftsmen, foremen and kindred",south,25,advanced,low,medium
3404,8749,1983,8,12,no,black,yes,no,1.4377280162,construction,laborers and farmers,south,26,advanced,low,medium
3405,8749,1984,8,13,no,black,yes,no,1.515763056,construction,"craftsmen, foremen and kindred",south,27,expert,low,medium
3406,8749,1985,8,14,no,black,yes,no,1.4328173299,construction,operatives and kindred,south,28,expert,low,medium
3407,8749,1986,8,15,no,black,yes,no,1.5296711049,construction,operatives and kindred,south,29,expert,low,medium
3408,8749,1987,8,16,no,black,yes,no,1.7471100345,construction,"craftsmen, foremen and kindred",south,30,expert,low,medium
3409,8758,1980,12,3,no,other,yes,no,1.4255267107,construction,operatives and kindred,nothern central,21,beginner,intermediate,medium
3410,8758,1981,12,4,no,other,yes,no,1.1983070668,construction,laborers and farmers,nothern central,22,intermediate,intermediate,medium
3411,8758,1982,12,5,no,other,yes,no,1.5207250344,mining,laborers and farmers,south,23,intermediate,intermediate,medium
3412,8758,1983,12,6,no,other,yes,no,1.9945831951,mining,operatives and kindred,south,24,intermediate,intermediate,medium
3413,8758,1984,12,7,no,other,yes,no,1.7099791417,mining,operatives and kindred,south,25,intermediate,intermediate,medium
3414,8758,1985,12,8,no,other,yes,no,1.8299470472,mining,operatives and kindred,south,26,intermediate,intermediate,medium
3415,8758,1986,12,9,no,other,yes,no,2.4572086979,mining,operatives and kindred,south,27,advanced,intermediate,high
3416,8758,1987,12,10,no,other,yes,no,1.5695013624,transportation,operatives and kindred,south,28,advanced,intermediate,medium
3417,8796,1980,13,2,yes,other,no,no,1.007498401,transportation,laborers and farmers,nothern central,21,beginner,high,medium
3418,8796,1981,13,3,yes,other,no,no,2.0659733246,transportation,laborers and farmers,nothern central,22,beginner,high,high
3419,8796,1982,13,4,yes,other,no,no,2.1979900877,transportation,clerical and kindred,nothern central,23,intermediate,high,high
3420,8796,1983,13,5,yes,other,no,no,2.2979292815,transportation,laborers and farmers,nothern central,24,intermediate,high,high
3421,8796,1984,13,6,yes,other,no,no,2.171184093,business and repair service,laborers and farmers,nothern central,25,intermediate,high,high
3422,8796,1985,13,7,yes,other,no,no,2.2407319926,transportation,laborers and farmers,nothern central,26,intermediate,high,high
3423,8796,1986,13,8,yes,other,no,no,2.2275502699,transportation,laborers and farmers,nothern central,27,intermediate,high,high
3424,8796,1987,13,9,yes,other,no,no,2.2209641442,transportation,laborers and farmers,nothern central,28,advanced,high,high
3425,8838,1980,12,3,no,other,no,no,1.5313621729,trade,service workers,nothern central,21,beginner,intermediate,medium
3426,8838,1981,12,4,no,other,no,no,1.6773153348,trade,service workers,nothern central,22,intermediate,intermediate,medium
3427,8838,1982,12,5,no,other,no,no,1.2408773613,trade,service workers,nothern central,23,intermediate,intermediate,medium
3428,8838,1983,12,6,no,other,no,no,1.4827656147,personal service,service workers,rural area,24,intermediate,intermediate,medium
3429,8838,1984,12,7,no,other,no,no,1.2106215248,trade,service workers,south,25,intermediate,intermediate,medium
3430,8838,1985,12,8,no,other,no,no,1.633858687,trade,service workers,rural area,26,intermediate,intermediate,medium
3431,8838,1986,12,9,no,other,yes,no,1.7569440495,entertainment,service workers,rural area,27,advanced,intermediate,medium
3432,8838,1987,12,10,no,other,yes,no,1.8610789246,entertainment,service workers,rural area,28,advanced,intermediate,medium
3433,8842,1980,11,2,no,other,no,yes,1.2442741011,transportation,laborers and farmers,nothern central,19,beginner,intermediate,medium
3434,8842,1981,11,3,no,other,no,no,0.8352869477,trade,clerical and kindred,nothern central,20,beginner,intermediate,medium
3435,8842,1982,11,4,no,other,no,yes,1.1796777414,construction,operatives and kindred,nothern central,21,intermediate,intermediate,medium
3436,8842,1983,11,5,no,other,yes,no,1.2436748454,transportation,laborers and farmers,nothern central,22,intermediate,intermediate,medium
3437,8842,1984,11,6,no,other,yes,no,1.6753607246,transportation,clerical and kindred,nothern central,23,intermediate,intermediate,medium
3438,8842,1985,11,7,no,other,yes,no,1.6337533739,transportation,operatives and kindred,nothern central,24,intermediate,intermediate,medium
3439,8842,1986,11,8,no,other,yes,no,1.5938857918,transportation,laborers and farmers,nothern central,25,intermediate,intermediate,medium
3440,8842,1987,11,9,no,other,yes,no,1.5378519148,transportation,laborers and farmers,nothern central,26,advanced,intermediate,medium
3441,8846,1980,12,2,yes,other,yes,no,1.2971766768,personal service,service workers,nothern central,20,beginner,intermediate,medium
3442,8846,1981,12,3,yes,other,yes,no,1.3268709406,professional and related service,service workers,nothern central,21,beginner,intermediate,medium
3443,8846,1982,12,4,yes,other,yes,no,1.2810302356,professional and related service,service workers,nothern central,22,intermediate,intermediate,medium
3444,8846,1983,12,5,yes,other,yes,no,1.3425928211,public administration,service workers,nothern central,23,intermediate,intermediate,medium
3445,8846,1984,12,6,yes,other,yes,no,1.3347603877,professional and related service,service workers,nothern central,24,intermediate,intermediate,medium
3446,8846,1985,12,7,yes,other,yes,no,1.4891413048,professional and related service,"professional, technical and kindred",nothern central,25,intermediate,intermediate,medium
3447,8846,1986,12,8,yes,other,yes,no,1.7603247577,professional and related service,"professional, technical and kindred",nothern central,26,intermediate,intermediate,medium
3448,8846,1987,12,9,yes,other,yes,no,1.6277031586,professional and related service,clerical and kindred,nothern central,27,advanced,intermediate,medium
3449,8860,1980,13,4,yes,hisp,no,no,1.2306452856,trade,service workers,south,23,intermediate,high,medium
3450,8860,1981,13,5,yes,hisp,no,no,1.3268709406,trade,sales workers,south,24,intermediate,high,medium
3451,8860,1982,13,6,no,hisp,no,no,1.2851247398,trade,sales workers,south,25,intermediate,high,medium
3452,8860,1983,13,7,no,hisp,no,no,1.1694640296,trade,sales workers,south,26,intermediate,high,medium
3453,8860,1984,13,8,no,hisp,yes,no,1.2266428794,manufacturing,laborers and farmers,south,27,intermediate,high,medium
3454,8860,1985,13,9,no,hisp,yes,no,1.2734852913,trade,sales workers,south,28,advanced,high,medium
3455,8860,1986,13,10,yes,hisp,yes,no,1.2624675638,trade,laborers and farmers,south,29,advanced,high,medium
3456,8860,1987,13,11,no,hisp,yes,no,1.1191415799,trade,sales workers,south,30,advanced,high,medium
3457,8862,1980,13,2,no,hisp,no,no,1.2662797191,trade,sales workers,south,21,beginner,high,medium
3458,8862,1981,13,3,no,hisp,no,no,1.397785869,trade,sales workers,south,22,beginner,high,medium
3459,8862,1982,13,4,no,hisp,no,no,1.5049207756,trade,"managers, officials and proprietors",south,23,intermediate,high,medium
3460,8862,1983,13,5,no,hisp,no,no,1.5177707239,trade,sales workers,south,24,intermediate,high,medium
3461,8862,1984,13,6,no,hisp,no,no,1.5098867384,trade,"managers, officials and proprietors",south,25,intermediate,high,medium
3462,8862,1985,13,7,no,hisp,no,no,1.8880378658,trade,"managers, officials and proprietors",south,26,intermediate,high,medium
3463,8862,1986,13,8,no,hisp,no,no,1.7636330377,trade,"managers, officials and proprietors",south,27,intermediate,high,medium
3464,8862,1987,13,9,no,hisp,no,no,1.8923314682,trade,"managers, officials and proprietors",south,28,advanced,high,medium
3465,8880,1980,12,4,no,hisp,no,no,2.0589245415,professional and related service,clerical and kindred,south,22,intermediate,intermediate,high
3466,8880,1981,12,5,no,hisp,no,no,2.2924969249,mining,"craftsmen, foremen and kindred",south,23,intermediate,intermediate,high
3467,8880,1982,12,6,yes,hisp,no,no,2.298985569,mining,"craftsmen, foremen and kindred",south,24,intermediate,intermediate,high
3468,8880,1983,12,7,yes,hisp,no,no,2.4020471776,mining,"craftsmen, foremen and kindred",south,25,intermediate,intermediate,high
3469,8880,1984,12,8,yes,hisp,yes,no,2.3909644357,mining,"craftsmen, foremen and kindred",south,26,intermediate,intermediate,high
3470,8880,1985,12,9,yes,hisp,yes,no,2.4065038144,mining,"craftsmen, foremen and kindred",south,27,advanced,intermediate,high
3471,8880,1986,12,10,yes,hisp,yes,no,2.5190841016,mining,"craftsmen, foremen and kindred",south,28,advanced,intermediate,high
3472,8880,1987,12,11,yes,hisp,yes,no,2.5248540269,manufacturing,"craftsmen, foremen and kindred",south,29,advanced,intermediate,high
3473,8886,1980,12,5,no,hisp,no,no,1.429428181,trade,"craftsmen, foremen and kindred",south,23,intermediate,intermediate,medium
3474,8886,1981,12,6,no,hisp,no,no,1.4423838278,trade,"craftsmen, foremen and kindred",south,24,intermediate,intermediate,medium
3475,8886,1982,12,7,no,hisp,no,no,1.5792738085,trade,"craftsmen, foremen and kindred",south,25,intermediate,intermediate,medium
3476,8886,1983,12,8,no,hisp,no,no,1.4905732161,trade,clerical and kindred,south,26,intermediate,intermediate,medium
3477,8886,1984,12,9,no,hisp,no,no,1.7888570187,trade,"managers, officials and proprietors",south,27,advanced,intermediate,medium
3478,8886,1985,12,10,no,hisp,yes,no,1.6022656837,trade,"managers, officials and proprietors",south,28,advanced,intermediate,medium
3479,8886,1986,12,11,no,hisp,yes,no,1.4980323987,trade,"craftsmen, foremen and kindred",south,29,advanced,intermediate,medium
3480,8886,1987,12,12,no,hisp,no,no,2.1187130147,trade,"craftsmen, foremen and kindred",south,30,advanced,intermediate,high
3481,8903,1980,11,2,no,hisp,no,no,0.981671713,trade,service workers,south,19,beginner,intermediate,medium
3482,8903,1981,11,3,no,hisp,yes,no,-0.220918856,trade,service workers,south,20,beginner,intermediate,low
3483,8903,1982,11,4,no,hisp,no,no,1.1854636785,professional and related service,"professional, technical and kindred",south,21,intermediate,intermediate,medium
3484,8903,1983,11,5,no,hisp,yes,no,1.3969129661,professional and related service,laborers and farmers,south,22,intermediate,intermediate,medium
3485,8903,1984,11,6,no,hisp,yes,no,1.3078529348,professional and related service,"professional, technical and kindred",south,23,intermediate,intermediate,medium
3486,8903,1985,11,7,no,hisp,yes,no,1.6527138959,professional and related service,service workers,south,24,intermediate,intermediate,medium
3487,8903,1986,11,8,no,hisp,yes,yes,1.1581075485,professional and related service,service workers,south,25,intermediate,intermediate,medium
3488,8903,1987,11,9,no,hisp,yes,no,0.4595170914,professional and related service,"professional, technical and kindred",south,26,advanced,intermediate,medium
3489,8908,1980,12,2,yes,hisp,no,no,1.2411829085,trade,laborers and farmers,south,20,beginner,intermediate,medium
3490,8908,1981,12,3,yes,hisp,yes,no,1.2714140851,trade,operatives and kindred,south,21,beginner,intermediate,medium
3491,8908,1982,12,4,no,hisp,yes,no,1.4236544064,trade,laborers and farmers,south,22,intermediate,intermediate,medium
3492,8908,1983,12,5,no,hisp,yes,no,1.160250549,trade,"managers, officials and proprietors",south,23,intermediate,intermediate,medium
3493,8908,1984,12,6,no,hisp,yes,no,1.2281166984,trade,"managers, officials and proprietors",south,24,intermediate,intermediate,medium
3494,8908,1985,12,7,no,hisp,yes,no,1.3838440323,trade,"managers, officials and proprietors",south,25,intermediate,intermediate,medium
3495,8908,1986,12,8,yes,hisp,yes,no,1.149982141,trade,"managers, officials and proprietors",south,26,intermediate,intermediate,medium
3496,8908,1987,12,9,yes,hisp,yes,no,1.1568819079,trade,"managers, officials and proprietors",south,27,advanced,intermediate,medium
3497,8911,1980,12,4,no,hisp,no,no,1.047522,business and repair service,"craftsmen, foremen and kindred",south,22,intermediate,intermediate,medium
3498,8911,1981,12,5,yes,hisp,no,no,1.1239300967,business and repair service,"craftsmen, foremen and kindred",south,23,intermediate,intermediate,medium
3499,8911,1982,12,6,yes,hisp,no,no,1.0618947057,business and repair service,"craftsmen, foremen and kindred",south,24,intermediate,intermediate,medium
3500,8911,1983,12,7,no,hisp,no,no,0.9269023925,business and repair service,"craftsmen, foremen and kindred",south,25,intermediate,intermediate,medium
3501,8911,1984,12,8,yes,hisp,no,no,1.0500238255,transportation,"professional, technical and kindred",south,26,intermediate,intermediate,medium
3502,8911,1985,12,9,no,hisp,no,no,1.0728145958,business and repair service,"craftsmen, foremen and kindred",south,27,advanced,intermediate,medium
3503,8911,1986,12,10,yes,hisp,no,no,1.1172855539,business and repair service,"craftsmen, foremen and kindred",south,28,advanced,intermediate,medium
3504,8911,1987,12,11,no,hisp,no,no,1.1191415799,business and repair service,"craftsmen, foremen and kindred",south,29,advanced,intermediate,medium
3505,8917,1980,11,4,no,hisp,yes,no,1.5560339237,mining,operatives and kindred,south,21,intermediate,intermediate,medium
3506,8917,1981,11,5,no,hisp,yes,no,2.0005330803,mining,operatives and kindred,south,22,intermediate,intermediate,high
3507,8917,1982,11,6,no,hisp,yes,no,1.5859189373,mining,operatives and kindred,south,23,intermediate,intermediate,medium
3508,8917,1983,11,7,no,hisp,no,no,1.7403661798,mining,operatives and kindred,south,24,intermediate,intermediate,medium
3509,8917,1984,11,8,no,hisp,no,no,1.8662675214,mining,operatives and kindred,south,25,intermediate,intermediate,medium
3510,8917,1985,11,9,no,hisp,no,yes,2.1336865565,mining,operatives and kindred,south,26,advanced,intermediate,high
3511,8917,1986,11,10,no,hisp,no,no,2.154777066,business and repair service,"craftsmen, foremen and kindred",south,27,advanced,intermediate,high
3512,8917,1987,11,11,no,hisp,no,no,1.9396578604,mining,operatives and kindred,south,28,advanced,intermediate,medium
3513,8991,1980,11,3,no,black,no,no,1.4515021971,trade,"managers, officials and proprietors",south,20,beginner,intermediate,medium
3514,8991,1981,11,4,yes,black,no,no,2.2760371645,manufacturing,operatives and kindred,south,21,intermediate,intermediate,high
3515,8991,1982,11,5,no,black,no,no,2.011175601,manufacturing,operatives and kindred,south,22,intermediate,intermediate,high
3516,8991,1983,11,6,yes,black,no,no,2.2271784253,manufacturing,operatives and kindred,south,23,intermediate,intermediate,high
